instance,variant,kappa1,rows,basic_structural,basic_slack,singular,mip_obj,mip_gap,note
instance067.txt,SA-Mat,166096750363.8175,10080,3014,7066,0,935515.9814088931,0.0,
instance067.txt,Flat-Mat,3559085422.841315,10080,3014,7066,0,935515.9814088931,0.0,
instance067.txt,Ruiz,1270533430761.7913,10080,3014,7066,0,935515.9814088931,0.0,
instance068.txt,Base,593207688471.8771,10080,3917,6163,0,-133087.9201260676,0.00092572439122486,
instance068.txt,SA-Aug,385620262166.50134,10080,3917,6163,0,-133087.9201260676,0.00092572439122486,
instance068.txt,Flat-Aug,19815006034.406364,10080,3917,6163,0,-133087.9201260676,0.00092572439122486,
instance068.txt,SA-Mat,323343287659.02374,10080,3917,6163,0,-133087.9201260676,0.00092572439122486,
instance068.txt,Flat-Mat,6928530384.610757,10080,3917,6163,0,-133087.9201260676,0.00092572439122486,
instance068.txt,Ruiz,850607469357.8597,10080,3917,6163,0,-133087.9201260676,0.00092572439122486,
instance069.txt,Base,570983665269.0376,10080,3950,6130,0,-351752.7956159435,0.0,
instance069.txt,SA-Aug,371169918303.4009,10080,3950,6130,0,-351752.7956159435,0.0,
instance069.txt,Flat-Aug,16283402844.13877,10080,3950,6130,0,-351752.7956159435,0.0,
instance069.txt,SA-Mat,353565263394.93445,10080,3950,6130,0,-351752.7956159435,0.0,
instance069.txt,Flat-Mat,7576120376.922703,10080,3950,6130,0,-351752.7956159435,0.0,
instance069.txt,Ruiz,911576313220.2382,10080,3950,6130,0,-351752.7956159435,0.0,
instance070.txt,Base,557917839918.2317,10080,3927,6153,0,217210.61424990522,0.0,
instance070.txt,SA-Aug,362674731235.0341,10080,3927,6153,0,217210.61424990522,0.0,
instance070.txt,Flat-Aug,22812203819.78915,10080,3927,6153,0,217210.61424990522,0.0,
instance070.txt,SA-Mat,310964021874.7981,10080,3927,6153,0,217210.61424990522,0.0,
instance070.txt,Flat-Mat,6663270141.399439,10080,3927,6153,0,217210.61424990522,0.0,
instance070.txt,Ruiz,972602746381.2892,10080,3927,6153,0,217210.61424990522,0.0,
instance071.txt,Base,404650174087.84045,10080,3993,6087,0,8009275.734057333,0.4072338284187575,
instance071.txt,SA-Aug,387983254076.6922,10080,3993,6087,0,8009275.734057333,0.4072338284187575,
instance071.txt,Flat-Aug,3358765224.3885713,10080,3993,6087,0,8009275.734057333,0.4072338284187575,
instance071.txt,SA-Mat,79345201264.71921,10080,3993,6087,0,8009275.734057333,0.4072338284187575,
instance071.txt,Flat-Mat,1700191897.6446729,10080,3993,6087,0,8009275.734057333,0.4072338284187575,
instance071.txt,Ruiz,725895058009.905,10080,3993,6087,0,8009275.734057333,0.4072338284187575,
instance072.txt,Base,833990054496.9856,10080,3955,6125,0,80624717.62102474,0.0,
instance072.txt,SA-Aug,1087504862255.0658,10080,3955,6125,0,80624717.62102474,0.0,
instance072.txt,Flat-Aug,6277233404.405609,10080,3955,6125,0,80624717.62102474,0.0,
instance072.txt,SA-Mat,145771154249.5781,10080,3955,6125,0,80624717.62102474,0.0,
instance072.txt,Flat-Mat,3119915413.790808,10080,3955,6125,0,80624717.62102474,0.0,
instance072.txt,Ruiz,483573292919.918,10080,3955,6125,0,80624717.62102474,0.0,
instance073.txt,Base,439838112083.65857,10080,3960,6120,0,-1645838.929348668,0.0006160129365332687,
instance073.txt,SA-Aug,268536663128.15625,10080,3960,6120,0,-1645838.929348668,0.0006160129365332687,
instance073.txt,Flat-Aug,11350534410.204248,10080,3960,6120,0,-1645838.929348668,0.0006160129365332687,
instance073.txt,SA-Mat,268536707397.85876,10080,3960,6120,0,-1645838.929348668,0.0006160129365332687,
instance073.txt,Flat-Mat,5754146777.128772,10080,3960,6120,0,-1645838.929348668,0.0006160129365332687,
instance073.txt,Ruiz,768089874960.7615,10080,3960,6120,0,-1645838.929348668,0.0006160129365332687,
instance074.txt,Base,640695668718.619,10080,4131,5949,0,4295894.533186227,0.07965799909330636,
instance074.txt,SA-Aug,695244903398.5319,10080,4131,5949,0,4295894.533186227,0.07965799909330636,
instance074.txt,Flat-Aug,4328922353.874697,10080,4131,5949,0,4295894.533186227,0.07965799909330636,
instance074.txt,SA-Mat,126033556703.54865,10080,4131,5949,0,4295894.533186227,0.07965799909330636,
instance074.txt,Flat-Mat,2700619930.672403,10080,4131,5949,0,4295894.533186227,0.07965799909330636,
instance074.txt,Ruiz,1154799946464.98,10080,4131,5949,0,4295894.533186227,0.07965799909330636,
instance075.txt,Base,335568377177.2357,10080,3979,6101,0,-626567.276480428,0.08399235514450168,
instance075.txt,SA-Aug,294387587055.3812,10080,3979,6101,0,-626567.276480428,0.08399235514450168,
instance075.txt,Flat-Aug,11452183982.039862,10080,3979,6101,0,-626567.276480428,0.08399235514450168,
instance075.txt,SA-Mat,130269706651.38998,10080,3979,6101,0,-626567.276480428,0.08399235514450168,
instance075.txt,Flat-Mat,2791391240.1369643,10080,3979,6101,0,-626567.276480428,0.08399235514450168,
instance075.txt,Ruiz,678188951395.0492,10080,3979,6101,0,-626567.276480428,0.08399235514450168,
instance076.txt,Base,519822215198.4452,10080,3960,6120,0,-2706698.519666487,5.828663560368928e-05,
instance076.txt,SA-Aug,295018097151.295,10080,3960,6120,0,-2706698.519666487,5.828663560368928e-05,
instance076.txt,Flat-Aug,13219660890.353985,10080,3960,6120,0,-2706698.519666487,5.828663560368928e-05,
instance076.txt,SA-Mat,295018126491.8495,10080,3960,6120,0,-2706698.519666487,5.828663560368928e-05,
instance076.txt,Flat-Mat,6321584926.683955,10080,3960,6120,0,-2706698.519666487,5.828663560368928e-05,
instance076.txt,Ruiz,811103834800.0665,10080,3960,6120,0,-2706698.519666487,5.828663560368928e-05,
instance077.txt,Base,992354716513.628,10080,4113,5967,0,410795.6228566334,0.2013809579579888,
instance077.txt,SA-Aug,946857120435.4796,10080,4113,5967,0,410795.6228566334,0.2013809579579888,
instance077.txt,Flat-Aug,6540762263.797978,10080,4113,5967,0,410795.6228566334,0.2013809579579888,
instance077.txt,SA-Mat,172940638577.01807,10080,4113,5967,0,410795.6228566334,0.2013809579579888,
instance077.txt,Flat-Mat,3705734786.6717567,10080,4113,5967,0,410795.6228566334,0.2013809579579888,
instance077.txt,Ruiz,1520716808246.4534,10080,4113,5967,0,410795.6228566334,0.2013809579579888,
instance078.txt,Base,424272460996.23865,10080,3960,6120,0,2039597.2096777207,0.9490230775513918,
instance078.txt,SA-Aug,226993917304.33868,10080,3960,6120,0,2039597.2096777207,0.9490230775513918,
instance078.txt,Flat-Aug,11497362867.981142,10080,3960,6120,0,2039597.2096777207,0.9490230775513918,
instance078.txt,SA-Mat,226993967727.42822,10080,3960,6120,0,2039597.2096777207,0.9490230775513918,
instance078.txt,Flat-Mat,4861210150.874611,10080,3960,6120,0,2039597.2096777207,0.9490230775513918,
instance078.txt,Ruiz,2062767729508.3704,10080,3960,6120,0,2039597.2096777207,0.9490230775513918,
instance079.txt,Base,506123356121.2728,10080,3963,6117,0,-2813222.386513537,0.0009866029495994434,
instance079.txt,SA-Aug,329005197003.4778,10080,3963,6117,0,-2813222.386513537,0.0009866029495994434,
instance079.txt,Flat-Aug,20422513122.68523,10080,3963,6117,0,-2813222.386513537,0.0009866029495994434,
instance079.txt,SA-Mat,238998882478.0778,10080,3963,6117,0,-2813222.386513537,0.0009866029495994434,
instance079.txt,Flat-Mat,5121216621.27587,10080,3963,6117,0,-2813222.386513537,0.0009866029495994434,
