instance,variant,kappa1,rows,basic_structural,basic_slack,singular,mip_obj,mip_gap,note
caso23d.txt,Ruiz,5319539905393.682,14400,6601,7799,0,-235049010.64952683,8.675937875058396e-05,
caso23e.txt,Base,344321442422407.5,14400,6984,7416,0,-248770075.30905238,0.0005786233801164797,
caso23e.txt,SA-Aug,801647931941.9622,14400,6984,7416,0,-248770075.30905238,0.0005786233801164797,
caso23e.txt,Flat-Aug,4305767244657.691,14400,6984,7416,0,-248770075.30905238,0.0005786233801164797,
caso23e.txt,SA-Mat,530656792873.48804,14400,6984,7416,0,-248770075.30905238,0.0005786233801164797,
caso23e.txt,Flat-Mat,530656792873.48804,14400,6984,7416,0,-248770075.30905238,0.0005786233801164797,
caso23e.txt,Ruiz,3559980975991.9307,14400,6984,7416,0,-248770075.30905238,0.0005786233801164797,
caso23f.txt,Base,556261030862076.7,14400,6812,7588,0,-241256530.3769775,3.3605780573769705e-05,
caso23f.txt,SA-Aug,831987227910.6295,14400,6812,7588,0,-241256530.3769775,3.3605780573769705e-05,
caso23f.txt,Flat-Aug,5483538596784.197,14400,6812,7588,0,-241256530.3769775,3.3605780573769705e-05,
caso23f.txt,SA-Mat,832048699583.1196,14400,6812,7588,0,-241256530.3769775,3.3605780573769705e-05,
caso23f.txt,Flat-Mat,832048699583.1196,14400,6812,7588,0,-241256530.3769775,3.3605780573769705e-05,
caso23f.txt,Ruiz,3499510574566.311,14400,6812,7588,0,-241256530.3769775,3.3605780573769705e-05,
caso24a.txt,Base,333783396993407.06,14400,6557,7843,0,-334494070.2723321,9.355490369222175e-05,
caso24a.txt,SA-Aug,769574830654.978,14400,6557,7843,0,-334494070.2723321,9.355490369222175e-05,
caso24a.txt,Flat-Aug,4655884673593.077,14400,6557,7843,0,-334494070.2723321,9.355490369222175e-05,
caso24a.txt,SA-Mat,483272692351.8769,14400,6557,7843,0,-334494070.2723321,9.355490369222175e-05,
caso24a.txt,Flat-Mat,483272692351.8769,14400,6557,7843,0,-334494070.2723321,9.355490369222175e-05,
caso24a.txt,Ruiz,3321062783509.168,14400,6557,7843,0,-334494070.2723321,9.355490369222175e-05,
caso24b.txt,Base,6520672059331287.0,14400,7212,7188,0,-347164502.3778025,0.00015525865262804183,
caso24b.txt,SA-Aug,3996694983236.1924,14400,7212,7188,0,-347164502.3778025,0.00015525865262804183,
caso24b.txt,Flat-Aug,8105062896086.064,14400,7212,7188,0,-347164502.3778025,0.00015525865262804183,
caso24b.txt,SA-Mat,2968624302476.145,14400,7212,7188,0,-347164502.3778025,0.00015525865262804183,
caso24b.txt,Flat-Mat,2968624302476.145,14400,7212,7188,0,-347164502.3778025,0.00015525865262804183,
caso24b.txt,Ruiz,3455408843031.3115,14400,7212,7188,0,-347164502.3778025,0.00015525865262804183,
caso24c.txt,Base,737738956391078.6,14400,6724,7676,0,-340191273.33067864,0.00015082747952158295,
caso24c.txt,SA-Aug,1052644440541.4899,14400,6724,7676,0,-340191273.33067864,0.00015082747952158295,
caso24c.txt,Flat-Aug,7419796260466.273,14400,6724,7676,0,-340191273.33067864,0.00015082747952158295,
caso24c.txt,SA-Mat,1049176028371.3354,14400,6724,7676,0,-340191273.33067864,0.00015082747952158295,
caso24c.txt,Flat-Mat,1049176028371.3354,14400,6724,7676,0,-340191273.33067864,0.00015082747952158295,
caso24c.txt,Ruiz,3321062783509.152,14400,6724,7676,0,-340191273.33067864,0.00015082747952158295,
caso24d.txt,Base,350969003198211.25,14400,6737,7663,0,-274508875.70074654,0.0008321757133945486,
caso24d.txt,SA-Aug,718226100381.0747,14400,6737,7663,0,-274508875.70074654,0.0008321757133945486,
caso24d.txt,Flat-Aug,5369853020579.245,14400,6737,7663,0,-274508875.70074654,0.0008321757133945486,
caso24d.txt,SA-Mat,498531730626.2913,14400,6737,7663,0,-274508875.70074654,0.0008321757133945486,
caso24d.txt,Flat-Mat,498531730626.2913,14400,6737,7663,0,-274508875.70074654,0.0008321757133945486,
caso24d.txt,Ruiz,3099523208761.325,14400,6737,7663,0,-274508875.70074654,0.0008321757133945486,
caso24e.txt,Base,222362642394450.06,14400,6802,7598,0,-287785369.03899586,0.0009089720442567375,
caso24e.txt,SA-Aug,30945660028084.887,14400,6802,7598,0,-287785369.03899586,0.0009089720442567375,
caso24e.txt,Flat-Aug,30945660027029.785,14400,6802,7598,0,-287785369.03899586,0.0009089720442567375,
caso24e.txt,SA-Mat,30947887372423.94,14400,6802,7598,0,-287785369.03899586,0.0009089720442567375,
caso24e.txt,Flat-Mat,30947887372423.94,14400,6802,7598,0,-287785369.03899586,0.0009089720442567375,
caso24e.txt,Ruiz,3321062783509.168,14400,6802,7598,0,-287785369.03899586,0.0009089720442567375,
caso24f.txt,Base,214375712028947.4,14400,6750,7650,0,-280818765.2295044,0.0007302986337119938,
caso24f.txt,SA-Aug,769574830654.978,14400,6750,7650,0,-280818765.2295044,0.0007302986337119938,
caso24f.txt,Flat-Aug,4029188226546.26,14400,6750,7650,0,-280818765.2295044,0.0007302986337119938,
caso24f.txt,SA-Mat,730963496808.5626,14400,6750,7650,0,-280818765.2295044,0.0007302986337119938,
caso24f.txt,Flat-Mat,730963496808.5626,14400,6750,7650,0,-280818765.2295044,0.0007302986337119938,
caso24f.txt,Ruiz,3321062783509.168,14400,6750,7650,0,-280818765.2295044,0.0007302986337119938,
caso25a.txt,Base,278995276571276.75,14400,4863,9537,0,-139456962.3695584,4.5681790421031075e-05,
caso25a.txt,SA-Aug,676986704280.7177,14400,4863,9537,0,-139456962.3695584,4.5681790421031075e-05,
caso25a.txt,Flat-Aug,3242343584921.436,14400,4863,9537,0,-139456962.3695584,4.5681790421031075e-05,
caso25a.txt,SA-Mat,366641264890.9146,14400,4863,9537,0,-139456962.3695584,4.5681790421031075e-05,
caso25a.txt,Flat-Mat,366641264890.9146,14400,4863,9537,0,-139456962.3695584,4.5681790421031075e-05,
caso25a.txt,Ruiz,2725179964580.8936,14400,4863,9537,0,-139456962.3695584,4.5681790421031075e-05,
caso25b.txt,Base,1056777979672530.1,14400,7200,7200,0,-149554210.87349546,0.00011564081507200902,
caso25b.txt,SA-Aug,1295845935414.1887,14400,7200,7200,0,-149554210.87349546,0.00011564081507200902,
caso25b.txt,Flat-Aug,4959325545157.226,14400,7200,7200,0,-149554210.87349546,0.00011564081507200902,
caso25b.txt,SA-Mat,1295939079802.2075,14400,7200,7200,0,-149554210.87349546,0.00011564081507200902,
caso25b.txt,Flat-Mat,1295939079802.2075,14400,7200,7200,0,-149554210.87349546,0.00011564081507200902,
caso25b.txt,Ruiz,2725179964580.8936,14400,7200,7200,0,-149554210.87349546,0.00011564081507200902,
caso25c.txt,Base,725420348532282.5,14400,6855,7545,0,-143316649.1583666,9.353514785734055e-05,
caso25c.txt,SA-Aug,950240093687.6908,14400,6855,7545,0,-143316649.1583666,9.353514785734055e-05,
caso25c.txt,Flat-Aug,7149057762151.879,14400,6855,7545,0,-143316649.1583666,9.353514785734055e-05,
caso25c.txt,SA-Mat,950310494179.0675,14400,6855,7545,0,-143316649.1583666,9.353514785734055e-05,
caso25c.txt,Flat-Mat,950310494179.0675,14400,6855,7545,0,-143316649.1583666,9.353514785734055e-05,
caso25c.txt,Ruiz,2725179964580.893,14400,6855,7545,0,-143316649.1583666,9.353514785734055e-05,
caso25d.txt,Base,774391734025934.5,14400,5126,9274,0,-138132812.74648735,0.0006695296971212296,
caso25d.txt,SA-Aug,1119674562512.2207,14400,5126,9274,0,-138132812.74648735,0.0006695296971212296,
caso25d.txt,Flat-Aug,7792021995707.607,14400,5126,9274,0,-138132812.74648735,0.0006695296971212296,
caso25d.txt,SA-Mat,722436731109.6195,14400,5126,9274,0,-138132812.74648735,0.0006695296971212296,
