class,instance,kernel,policy,result,bytes
SG-Ter-Mer,instance045.txt,Augmented,selective,identical,1044957
SG-Ter-Mer,instance045.txt,Augmented,role-blind,identical,1117814
SG-Ter-Mer,instance045.txt,Matrix-only,selective,identical,1027780
SG-Ter-Mer,instance045.txt,Matrix-only,role-blind,identical,1087103
SG-Ter-Mer,instance046.txt,Augmented,selective,identical,1040211
SG-Ter-Mer,instance046.txt,Augmented,role-blind,identical,1116127
SG-Ter-Mer,instance046.txt,Matrix-only,selective,identical,1022974
SG-Ter-Mer,instance046.txt,Matrix-only,role-blind,identical,1086047
SG-Ter-Mer,instance047.txt,Augmented,selective,identical,1037134
SG-Ter-Mer,instance047.txt,Augmented,role-blind,identical,1114681
SG-Ter-Mer,instance047.txt,Matrix-only,selective,identical,1020012
SG-Ter-Mer,instance047.txt,Matrix-only,role-blind,identical,1085186
SG-Ter-Mer,instance048.txt,Augmented,selective,identical,1037488
SG-Ter-Mer,instance048.txt,Augmented,role-blind,identical,1114618
SG-Ter-Mer,instance048.txt,Matrix-only,selective,identical,1020398
SG-Ter-Mer,instance048.txt,Matrix-only,role-blind,identical,1084792
SG-Ter-Mer,instance049.txt,Augmented,selective,identical,1045267
SG-Ter-Mer,instance049.txt,Augmented,role-blind,identical,1116381
SG-Ter-Mer,instance049.txt,Matrix-only,selective,identical,1028410
SG-Ter-Mer,instance049.txt,Matrix-only,role-blind,identical,1086377
SG-Ter-Mer,instance050.txt,Augmented,selective,identical,1045644
SG-Ter-Mer,instance050.txt,Augmented,role-blind,identical,1116485
SG-Ter-Mer,instance050.txt,Matrix-only,selective,identical,1029047
SG-Ter-Mer,instance050.txt,Matrix-only,role-blind,identical,1086670
SG-Ter-Mer,instance051.txt,Augmented,selective,identical,1031902
SG-Ter-Mer,instance051.txt,Augmented,role-blind,identical,1102779
SG-Ter-Mer,instance051.txt,Matrix-only,selective,identical,1014562
SG-Ter-Mer,instance051.txt,Matrix-only,role-blind,identical,1072047
SG-Ter-Mer,instance052.txt,Augmented,selective,identical,1045758
SG-Ter-Mer,instance052.txt,Augmented,role-blind,identical,1116833
SG-Ter-Mer,instance052.txt,Matrix-only,selective,identical,1028153
SG-Ter-Mer,instance052.txt,Matrix-only,role-blind,identical,1085718
SG-Ter-Mer,instance053.txt,Augmented,selective,identical,1046426
SG-Ter-Mer,instance053.txt,Augmented,role-blind,identical,1117078
SG-Ter-Mer,instance053.txt,Matrix-only,selective,identical,1029224
SG-Ter-Mer,instance053.txt,Matrix-only,role-blind,identical,1086791
SG-Ter-Mer,instance057.txt,Augmented,selective,identical,1040945
SG-Ter-Mer,instance057.txt,Augmented,role-blind,identical,1113274
SG-Ter-Mer,instance057.txt,Matrix-only,selective,identical,1023633
SG-Ter-Mer,instance057.txt,Matrix-only,role-blind,identical,1082865
SG-Ter-Mer,instance058.txt,Augmented,selective,identical,1046625
SG-Ter-Mer,instance058.txt,Augmented,role-blind,identical,1118204
SG-Ter-Mer,instance058.txt,Matrix-only,selective,identical,1029116
SG-Ter-Mer,instance058.txt,Matrix-only,role-blind,identical,1087580
SG-Ter-Mer,instance059.txt,Augmented,selective,identical,1045964
SG-Ter-Mer,instance059.txt,Augmented,role-blind,identical,1117680
SG-Ter-Mer,instance059.txt,Matrix-only,selective,identical,1029216
SG-Ter-Mer,instance059.txt,Matrix-only,role-blind,identical,1087574
SG-Ter-Mer,instance060.txt,Augmented,selective,identical,1047637
SG-Ter-Mer,instance060.txt,Augmented,role-blind,identical,1117575
SG-Ter-Mer,instance060.txt,Matrix-only,selective,identical,1030201
SG-Ter-Mer,instance060.txt,Matrix-only,role-blind,identical,1086892
SG-Ter-Mer,instance062.txt,Augmented,selective,identical,1044736
SG-Ter-Mer,instance062.txt,Augmented,role-blind,identical,1115690
SG-Ter-Mer,instance062.txt,Matrix-only,selective,identical,1027232
SG-Ter-Mer,instance062.txt,Matrix-only,role-blind,identical,1085021
SG-Ter-Mer,instance067.txt,Augmented,selective,identical,1046227
SG-Ter-Mer,instance067.txt,Augmented,role-blind,identical,1118370
SG-Ter-Mer,instance067.txt,Matrix-only,selective,identical,1028344
SG-Ter-Mer,instance067.txt,Matrix-only,role-blind,identical,1087025
SG-Ter-Mer,instance068.txt,Augmented,selective,identical,1044988
SG-Ter-Mer,instance068.txt,Augmented,role-blind,identical,1116939
SG-Ter-Mer,instance068.txt,Matrix-only,selective,identical,1027510
SG-Ter-Mer,instance068.txt,Matrix-only,role-blind,identical,1086386
SG-Ter-Mer,instance069.txt,Augmented,selective,identical,1044923
SG-Ter-Mer,instance069.txt,Augmented,role-blind,identical,1117500
SG-Ter-Mer,instance069.txt,Matrix-only,selective,identical,1027746
SG-Ter-Mer,instance069.txt,Matrix-only,role-blind,identical,1087459
SG-Ter-Mer,instance070.txt,Augmented,selective,identical,1043084
SG-Ter-Mer,instance070.txt,Augmented,role-blind,identical,1116706
SG-Ter-Mer,instance070.txt,Matrix-only,selective,identical,1025847
SG-Ter-Mer,instance070.txt,Matrix-only,role-blind,identical,1086289
SG-Ter-Mer,instance071.txt,Augmented,selective,identical,1043301
SG-Ter-Mer,instance071.txt,Augmented,role-blind,identical,1115888
SG-Ter-Mer,instance071.txt,Matrix-only,selective,identical,1026179
SG-Ter-Mer,instance071.txt,Matrix-only,role-blind,identical,1085552
SG-Ter-Mer,instance072.txt,Augmented,selective,identical,1044220
SG-Ter-Mer,instance072.txt,Augmented,role-blind,identical,1115609
SG-Ter-Mer,instance072.txt,Matrix-only,selective,identical,1027130
SG-Ter-Mer,instance072.txt,Matrix-only,role-blind,identical,1085206
SG-Ter-Mer,instance073.txt,Augmented,selective,identical,1041121
SG-Ter-Mer,instance073.txt,Augmented,role-blind,identical,1115769
SG-Ter-Mer,instance073.txt,Matrix-only,selective,identical,1024264
SG-Ter-Mer,instance073.txt,Matrix-only,role-blind,identical,1086400
SG-Ter-Mer,instance074.txt,Augmented,selective,identical,1043507
SG-Ter-Mer,instance074.txt,Augmented,role-blind,identical,1116312
SG-Ter-Mer,instance074.txt,Matrix-only,selective,identical,1026910
SG-Ter-Mer,instance074.txt,Matrix-only,role-blind,identical,1086619
SG-Ter-Mer,instance075.txt,Augmented,selective,identical,1029107
SG-Ter-Mer,instance075.txt,Augmented,role-blind,identical,1102425
SG-Ter-Mer,instance075.txt,Matrix-only,selective,identical,1011767
SG-Ter-Mer,instance075.txt,Matrix-only,role-blind,identical,1071977
SG-Ter-Mer,instance076.txt,Augmented,selective,identical,1043946
SG-Ter-Mer,instance076.txt,Augmented,role-blind,identical,1116575
SG-Ter-Mer,instance076.txt,Matrix-only,selective,identical,1026341
SG-Ter-Mer,instance076.txt,Matrix-only,role-blind,identical,1085747
SG-Ter-Mer,instance077.txt,Augmented,selective,identical,1044038
SG-Ter-Mer,instance077.txt,Augmented,role-blind,identical,1116954
SG-Ter-Mer,instance077.txt,Matrix-only,selective,identical,1026836
SG-Ter-Mer,instance077.txt,Matrix-only,role-blind,identical,1086738
SG-Ter-Mer,instance078.txt,Augmented,selective,identical,1042610
SG-Ter-Mer,instance078.txt,Augmented,role-blind,identical,1116523
SG-Ter-Mer,instance078.txt,Matrix-only,selective,identical,1025665
SG-Ter-Mer,instance078.txt,Matrix-only,role-blind,identical,1086802
SG-Ter-Mer,instance079.txt,Augmented,selective,identical,1036935
SG-Ter-Mer,instance079.txt,Augmented,role-blind,identical,1109526
SG-Ter-Mer,instance079.txt,Matrix-only,selective,identical,1019509
SG-Ter-Mer,instance079.txt,Matrix-only,role-blind,identical,1078873
SG-Ter-Mer,instance080.txt,Augmented,selective,identical,1045806
SG-Ter-Mer,instance080.txt,Augmented,role-blind,identical,1118121
SG-Ter-Mer,instance080.txt,Matrix-only,selective,identical,1028240
SG-Ter-Mer,instance080.txt,Matrix-only,role-blind,identical,1087096
SG-Ter-Mer,instance081.txt,Augmented,selective,identical,1038372
SG-Ter-Mer,instance081.txt,Augmented,role-blind,identical,1112583
SG-Ter-Mer,instance081.txt,Matrix-only,selective,identical,1021060
SG-Ter-Mer,instance081.txt,Matrix-only,role-blind,identical,1082800
SG-Ter-Mer,instance082.txt,Augmented,selective,identical,1045288
SG-Ter-Mer,instance082.txt,Augmented,role-blind,identical,1117969
SG-Ter-Mer,instance082.txt,Matrix-only,selective,identical,1027779
SG-Ter-Mer,instance082.txt,Matrix-only,role-blind,identical,1087473
SG-Ter-Mer,instance083.txt,Augmented,selective,identical,1047060
SG-Ter-Mer,instance083.txt,Augmented,role-blind,identical,1118009
SG-Ter-Mer,instance083.txt,Matrix-only,selective,identical,1030312
SG-Ter-Mer,instance083.txt,Matrix-only,role-blind,identical,1087492
SG-Ter-Mer,instance090.txt,Augmented,selective,identical,1048750
SG-Ter-Mer,instance090.txt,Augmented,role-blind,identical,1117987
SG-Ter-Mer,instance090.txt,Matrix-only,selective,identical,1031327
SG-Ter-Mer,instance090.txt,Matrix-only,role-blind,identical,1087192
SG-Ter-Mer,instance091.txt,Augmented,selective,identical,1048423
SG-Ter-Mer,instance091.txt,Augmented,role-blind,identical,1118196
SG-Ter-Mer,instance091.txt,Matrix-only,selective,identical,1030540
SG-Ter-Mer,instance091.txt,Matrix-only,role-blind,identical,1087139
SG-Ter-Mer,instance092.txt,Augmented,selective,identical,1048491
SG-Ter-Mer,instance092.txt,Augmented,role-blind,identical,1117631
SG-Ter-Mer,instance092.txt,Matrix-only,selective,identical,1031013
SG-Ter-Mer,instance092.txt,Matrix-only,role-blind,identical,1086503
SG-Ter-Mer,instance093.txt,Augmented,selective,identical,1048548
SG-Ter-Mer,instance093.txt,Augmented,role-blind,identical,1118351
SG-Ter-Mer,instance093.txt,Matrix-only,selective,identical,1031371
SG-Ter-Mer,instance093.txt,Matrix-only,role-blind,identical,1087505
SG-Ter-Mer,instance094.txt,Augmented,selective,identical,1043871
SG-Ter-Mer,instance094.txt,Augmented,role-blind,identical,1116732
SG-Ter-Mer,instance094.txt,Matrix-only,selective,identical,1026634
SG-Ter-Mer,instance094.txt,Matrix-only,role-blind,identical,1086418
SG-Ter-Mer,instance095.txt,Augmented,selective,identical,1040277
SG-Ter-Mer,instance095.txt,Augmented,role-blind,identical,1115385
SG-Ter-Mer,instance095.txt,Matrix-only,selective,identical,1023155
SG-Ter-Mer,instance095.txt,Matrix-only,role-blind,identical,1085533
SG-Ter-Mer,instance096.txt,Augmented,selective,identical,1040367
SG-Ter-Mer,instance096.txt,Augmented,role-blind,identical,1115029
SG-Ter-Mer,instance096.txt,Matrix-only,selective,identical,1023277
SG-Ter-Mer,instance096.txt,Matrix-only,role-blind,identical,1085165
Full,instance001.txt,Augmented,selective,identical,2785686
Full,instance001.txt,Augmented,role-blind,identical,2855561
Full,instance001.txt,Matrix-only,selective,identical,2730273
Full,instance001.txt,Matrix-only,role-blind,identical,2786703
Full,instance002.txt,Augmented,selective,identical,2785600
Full,instance002.txt,Augmented,role-blind,identical,2855241
Full,instance002.txt,Matrix-only,selective,identical,2730748
Full,instance002.txt,Matrix-only,role-blind,identical,2786895
Full,instance003.txt,Augmented,selective,identical,2781169
Full,instance003.txt,Augmented,role-blind,identical,2851258
Full,instance003.txt,Matrix-only,selective,identical,2718487
Full,instance003.txt,Matrix-only,role-blind,identical,2774974
Full,instance004.txt,Augmented,selective,identical,2773092
Full,instance004.txt,Augmented,role-blind,identical,2842693
Full,instance004.txt,Matrix-only,selective,identical,2726968
Full,instance004.txt,Matrix-only,role-blind,identical,2782946
Full,instance005.txt,Augmented,selective,identical,2777753
Full,instance005.txt,Augmented,role-blind,identical,2847436
Full,instance005.txt,Matrix-only,selective,identical,2731578
Full,instance005.txt,Matrix-only,role-blind,identical,2787751
Full,instance009.txt,Augmented,selective,identical,2769463
Full,instance009.txt,Augmented,role-blind,identical,2840050
Full,instance009.txt,Matrix-only,selective,identical,2726836
Full,instance009.txt,Matrix-only,role-blind,identical,2784424
Full,instance010.txt,Augmented,selective,identical,2801883
Full,instance010.txt,Augmented,role-blind,identical,2872050
Full,instance010.txt,Matrix-only,selective,identical,2737333
Full,instance010.txt,Matrix-only,role-blind,identical,2794402
Full,instance011.txt,Augmented,selective,identical,2787024
Full,instance011.txt,Augmented,role-blind,identical,2856801
Full,instance011.txt,Matrix-only,selective,identical,2731221
Full,instance011.txt,Matrix-only,role-blind,identical,2787779
Full,instance012.txt,Augmented,selective,identical,2804288
Full,instance012.txt,Augmented,role-blind,identical,2873362
Full,instance012.txt,Matrix-only,selective,identical,2734824
Full,instance012.txt,Matrix-only,role-blind,identical,2790194
Full,instance014.txt,Augmented,selective,identical,2803296
Full,instance014.txt,Augmented,role-blind,identical,2873319
Full,instance014.txt,Matrix-only,selective,identical,2734372
Full,instance014.txt,Matrix-only,role-blind,identical,2790800
Full,instance019.txt,Augmented,selective,identical,2803631
Full,instance019.txt,Augmented,role-blind,identical,2874306
Full,instance019.txt,Matrix-only,selective,identical,2733333
Full,instance019.txt,Matrix-only,role-blind,identical,2790938
Full,instance020.txt,Augmented,selective,identical,2800737
Full,instance020.txt,Augmented,role-blind,identical,2871798
Full,instance020.txt,Matrix-only,selective,identical,2732331
Full,instance020.txt,Matrix-only,role-blind,identical,2789795
Full,instance021.txt,Augmented,selective,identical,2784703
Full,instance021.txt,Augmented,role-blind,identical,2856586
Full,instance021.txt,Matrix-only,selective,identical,2731124
Full,instance021.txt,Matrix-only,role-blind,identical,2789246
Full,instance022.txt,Augmented,selective,identical,2792727
Full,instance022.txt,Augmented,role-blind,identical,2864323
Full,instance022.txt,Matrix-only,selective,identical,2732671
Full,instance022.txt,Matrix-only,role-blind,identical,2791487
Full,instance023.txt,Augmented,selective,identical,2762142
Full,instance023.txt,Augmented,role-blind,identical,2833312
Full,instance023.txt,Matrix-only,selective,identical,2724276
Full,instance023.txt,Matrix-only,role-blind,identical,2782214
Full,instance024.txt,Augmented,selective,identical,2779512
Full,instance024.txt,Augmented,role-blind,identical,2849658
Full,instance024.txt,Matrix-only,selective,identical,2729349
Full,instance024.txt,Matrix-only,role-blind,identical,2785788
Full,instance025.txt,Augmented,selective,identical,2780991
Full,instance025.txt,Augmented,role-blind,identical,2854705
Full,instance025.txt,Matrix-only,selective,identical,2725578
Full,instance025.txt,Matrix-only,role-blind,identical,2786643
Full,instance026.txt,Augmented,selective,identical,2783141
Full,instance026.txt,Augmented,role-blind,identical,2854187
Full,instance026.txt,Matrix-only,selective,identical,2729733
Full,instance026.txt,Matrix-only,role-blind,identical,2787523
Full,instance027.txt,Augmented,selective,identical,2774429
Full,instance027.txt,Augmented,role-blind,identical,2846769
Full,instance027.txt,Matrix-only,selective,identical,2711751
Full,instance027.txt,Matrix-only,role-blind,identical,2770715
Full,instance028.txt,Augmented,selective,identical,2775126
Full,instance028.txt,Augmented,role-blind,identical,2846557
Full,instance028.txt,Matrix-only,selective,identical,2729004
Full,instance028.txt,Matrix-only,role-blind,identical,2786941
Full,instance029.txt,Augmented,selective,DIFFERENT,2772331
Full,instance029.txt,Augmented,role-blind,DIFFERENT,2843928
Full,instance029.txt,Matrix-only,selective,DIFFERENT,2728687
Full,instance029.txt,Matrix-only,role-blind,DIFFERENT,2787005
Full,instance030.txt,Augmented,selective,identical,2793953
Full,instance030.txt,Augmented,role-blind,identical,2867057
Full,instance030.txt,Matrix-only,selective,identical,2729583
Full,instance030.txt,Matrix-only,role-blind,identical,2789743
Full,instance031.txt,Augmented,selective,identical,2775225
Full,instance031.txt,Augmented,role-blind,identical,2846866
Full,instance031.txt,Matrix-only,selective,identical,2722295
Full,instance031.txt,Matrix-only,role-blind,identical,2780622
Full,instance032.txt,Augmented,selective,identical,2798058
Full,instance032.txt,Augmented,role-blind,identical,2868710
Full,instance032.txt,Matrix-only,selective,identical,2732463
Full,instance032.txt,Matrix-only,role-blind,identical,2789637
Full,instance033.txt,Augmented,selective,identical,2767895
Full,instance033.txt,Augmented,role-blind,identical,2841569
Full,instance033.txt,Matrix-only,selective,identical,2724542
Full,instance033.txt,Matrix-only,role-blind,identical,2785428
Full,instance034.txt,Augmented,selective,identical,2799795
Full,instance034.txt,Augmented,role-blind,identical,2870768
Full,instance034.txt,Matrix-only,selective,identical,2734871
Full,instance034.txt,Matrix-only,role-blind,identical,2792850
Full,instance035.txt,Augmented,selective,DIFFERENT,2788807
Full,instance035.txt,Augmented,role-blind,DIFFERENT,2858379
Full,instance035.txt,Matrix-only,selective,DIFFERENT,2734099
Full,instance035.txt,Matrix-only,role-blind,DIFFERENT,2789843
Full,instance042.txt,Augmented,selective,identical,2794852
Full,instance042.txt,Augmented,role-blind,identical,2863083
Full,instance042.txt,Matrix-only,selective,identical,2736622
Full,instance042.txt,Matrix-only,role-blind,identical,2790995
Full,instance043.txt,Augmented,selective,identical,2805337
Full,instance043.txt,Augmented,role-blind,identical,2874277
Full,instance043.txt,Matrix-only,selective,identical,2736833
Full,instance043.txt,Matrix-only,role-blind,identical,2792041
Full,instance044.txt,Augmented,selective,identical,2804615
Full,instance044.txt,Augmented,role-blind,identical,2872416
Full,instance044.txt,Matrix-only,selective,identical,2736216
Full,instance044.txt,Matrix-only,role-blind,identical,2790418
Full,instance045.txt,Augmented,selective,DIFFERENT,2786731
Full,instance045.txt,Augmented,role-blind,DIFFERENT,2855033
Full,instance045.txt,Matrix-only,selective,DIFFERENT,2734962
Full,instance045.txt,Matrix-only,role-blind,DIFFERENT,2789683
Full,instance046.txt,Augmented,selective,identical,2792620
Full,instance046.txt,Augmented,role-blind,identical,2864358
Full,instance046.txt,Matrix-only,selective,identical,2732567
Full,instance046.txt,Matrix-only,role-blind,identical,2790779
Full,instance047.txt,Augmented,selective,DIFFERENT,2760809
Full,instance047.txt,Augmented,role-blind,DIFFERENT,2834952
Full,instance047.txt,Matrix-only,selective,DIFFERENT,2722944
Full,instance047.txt,Matrix-only,role-blind,DIFFERENT,2784342
Full,instance048.txt,Augmented,selective,DIFFERENT,2776732
Full,instance048.txt,Augmented,role-blind,DIFFERENT,2849925
Full,instance048.txt,Matrix-only,selective,DIFFERENT,2727287
Full,instance048.txt,Matrix-only,role-blind,DIFFERENT,2787589
