class,instance,kernel,reps_sa,reps_flat,median_sa_s,median_flat_s,median_diff_s,min_sa_s,min_flat_s,cv_sa,cv_flat
SG-Ter-Mer,instance048.txt,Matrix-only,20,20,0.180606,0.013940,0.166666,0.118601,0.009251,0.3801,2.8436
SG-Ter-Mer,instance049.txt,Augmented,20,20,0.193879,0.029427,0.164452,0.113669,0.010029,0.3635,1.2548
SG-Ter-Mer,instance049.txt,Matrix-only,20,20,0.194900,0.028143,0.166757,0.075727,0.010153,0.3680,1.3161
SG-Ter-Mer,instance050.txt,Augmented,20,20,0.178443,0.020388,0.158055,0.144159,0.010699,0.3202,2.1157
SG-Ter-Mer,instance050.txt,Matrix-only,20,20,0.193459,0.039318,0.154142,0.158140,0.008789,0.3501,1.1294
SG-Ter-Mer,instance051.txt,Augmented,20,20,0.176729,0.026642,0.150088,0.112963,0.010618,0.4265,1.9587
SG-Ter-Mer,instance051.txt,Matrix-only,20,20,0.312028,0.031405,0.280624,0.175857,0.009945,0.3176,1.4552
SG-Ter-Mer,instance052.txt,Augmented,20,20,0.195654,0.038319,0.157336,0.093485,0.010629,0.2580,1.0379
SG-Ter-Mer,instance052.txt,Matrix-only,20,20,0.186799,0.026475,0.160324,0.131494,0.010944,0.4941,1.1028
SG-Ter-Mer,instance053.txt,Augmented,20,20,0.172683,0.031401,0.141282,0.094504,0.009895,0.4296,1.1840
SG-Ter-Mer,instance053.txt,Matrix-only,20,20,0.187377,0.069786,0.117591,0.077533,0.010478,0.3630,0.6218
SG-Ter-Mer,instance057.txt,Augmented,20,20,0.179303,0.054118,0.125185,0.093259,0.009681,0.2472,0.6221
SG-Ter-Mer,instance057.txt,Matrix-only,20,20,0.202712,0.021189,0.181522,0.160999,0.009662,0.3576,1.6531
SG-Ter-Mer,instance058.txt,Augmented,20,20,0.175435,0.050290,0.125145,0.075821,0.010523,0.4300,0.9010
SG-Ter-Mer,instance058.txt,Matrix-only,20,20,0.234410,0.033559,0.200851,0.119581,0.011113,0.2604,0.8699
SG-Ter-Mer,instance059.txt,Augmented,20,20,0.167062,0.040860,0.126202,0.066320,0.010808,0.4189,0.9586
SG-Ter-Mer,instance059.txt,Matrix-only,20,20,0.199504,0.022164,0.177340,0.108755,0.010866,0.3743,1.2177
SG-Ter-Mer,instance060.txt,Augmented,20,20,0.176301,0.048460,0.127841,0.117573,0.010328,0.2788,0.9468
SG-Ter-Mer,instance060.txt,Matrix-only,20,20,0.231526,0.030659,0.200868,0.086512,0.010741,0.3976,1.4687
SG-Ter-Mer,instance062.txt,Augmented,20,20,0.174346,0.026627,0.147718,0.078973,0.010744,0.1995,1.6051
SG-Ter-Mer,instance062.txt,Matrix-only,20,20,0.195371,0.025858,0.169514,0.134681,0.010497,0.3267,1.5270
SG-Ter-Mer,instance067.txt,Augmented,20,20,0.194069,0.028559,0.165509,0.150556,0.010583,0.2783,1.4349
SG-Ter-Mer,instance067.txt,Matrix-only,20,20,0.285397,0.033993,0.251404,0.126811,0.010601,0.4153,1.4507
SG-Ter-Mer,instance068.txt,Augmented,20,20,0.191640,0.019842,0.171798,0.153342,0.010654,0.1797,1.8583
SG-Ter-Mer,instance068.txt,Matrix-only,20,20,0.300400,0.048836,0.251564,0.056781,0.010506,0.3522,0.8983
SG-Ter-Mer,instance069.txt,Augmented,20,20,0.202484,0.027122,0.175362,0.092353,0.010437,0.3481,1.1513
SG-Ter-Mer,instance069.txt,Matrix-only,20,20,0.266876,0.034708,0.232168,0.128654,0.011197,0.2857,0.8619
SG-Ter-Mer,instance070.txt,Augmented,20,20,0.198342,0.031674,0.166668,0.084474,0.010254,0.2973,1.0830
SG-Ter-Mer,instance070.txt,Matrix-only,20,20,0.296121,0.037067,0.259054,0.079323,0.010807,0.3449,1.3327
SG-Ter-Mer,instance071.txt,Augmented,20,20,0.251548,0.031515,0.220033,0.111286,0.011580,0.5079,1.2798
SG-Ter-Mer,instance071.txt,Matrix-only,20,20,0.286671,0.029170,0.257501,0.156740,0.011287,0.2638,1.4734
SG-Ter-Mer,instance072.txt,Augmented,20,20,0.289317,0.030597,0.258719,0.079930,0.011387,0.2930,0.9747
SG-Ter-Mer,instance072.txt,Matrix-only,20,20,0.289920,0.031302,0.258618,0.098981,0.011001,0.3291,1.4700
SG-Ter-Mer,instance073.txt,Augmented,20,20,0.252746,0.073072,0.179674,0.153148,0.011732,0.4273,0.5662
SG-Ter-Mer,instance073.txt,Matrix-only,20,20,0.222042,0.032160,0.189882,0.064741,0.010052,0.4151,0.9861
SG-Ter-Mer,instance074.txt,Augmented,20,20,0.202956,0.069585,0.133371,0.104469,0.010951,0.3802,0.6294
SG-Ter-Mer,instance074.txt,Matrix-only,20,20,0.283374,0.058373,0.225001,0.074890,0.011787,0.3222,0.7308
SG-Ter-Mer,instance075.txt,Augmented,20,20,0.225088,0.046157,0.178931,0.075497,0.010735,0.4446,0.8985
SG-Ter-Mer,instance075.txt,Matrix-only,20,20,0.227771,0.063269,0.164501,0.153841,0.010583,0.3286,0.7489
SG-Ter-Mer,instance076.txt,Augmented,20,20,0.268337,0.056859,0.211478,0.139661,0.011914,0.2938,0.6664
SG-Ter-Mer,instance076.txt,Matrix-only,20,20,0.251673,0.025188,0.226485,0.074964,0.011014,0.3241,2.0549
SG-Ter-Mer,instance077.txt,Augmented,20,20,0.239841,0.035844,0.203997,0.065108,0.011461,0.3170,1.2140
SG-Ter-Mer,instance077.txt,Matrix-only,20,20,0.227362,0.051230,0.176133,0.091944,0.011617,0.2648,0.6238
SG-Ter-Mer,instance078.txt,Augmented,20,20,0.191699,0.068807,0.122893,0.124621,0.009353,0.4659,0.6453
SG-Ter-Mer,instance078.txt,Matrix-only,20,20,0.278896,0.028555,0.250342,0.157589,0.010414,0.3601,1.6464
SG-Ter-Mer,instance079.txt,Augmented,20,20,0.277395,0.035893,0.241502,0.131327,0.011590,0.3369,1.1595
SG-Ter-Mer,instance079.txt,Matrix-only,20,20,0.293063,0.022216,0.270848,0.155521,0.011014,0.2830,1.6299
SG-Ter-Mer,instance080.txt,Augmented,20,20,0.284720,0.078370,0.206351,0.129516,0.010811,0.4961,0.5992
SG-Ter-Mer,instance080.txt,Matrix-only,20,20,0.228617,0.027448,0.201169,0.090650,0.010779,0.3650,1.3491
SG-Ter-Mer,instance081.txt,Augmented,20,20,0.222308,0.035759,0.186549,0.138482,0.011200,0.3137,1.3344
SG-Ter-Mer,instance081.txt,Matrix-only,20,20,0.222831,0.031646,0.191184,0.084716,0.010061,0.4744,1.5762
SG-Ter-Mer,instance082.txt,Augmented,20,20,0.240808,0.065914,0.174895,0.161834,0.011528,0.3387,0.5418
SG-Ter-Mer,instance082.txt,Matrix-only,20,20,0.234190,0.080729,0.153462,0.080627,0.010324,0.4520,0.5496
SG-Ter-Mer,instance083.txt,Augmented,20,20,0.255346,0.023141,0.232205,0.154745,0.010641,0.3247,1.8295
SG-Ter-Mer,instance083.txt,Matrix-only,20,20,0.213084,0.023140,0.189943,0.147171,0.010557,0.3227,1.2491
SG-Ter-Mer,instance090.txt,Augmented,20,20,0.207979,0.067700,0.140278,0.159498,0.017170,0.3574,0.5389
SG-Ter-Mer,instance090.txt,Matrix-only,20,20,0.203409,0.046412,0.156997,0.155030,0.010587,0.2870,0.9850
SG-Ter-Mer,instance091.txt,Augmented,20,20,0.251735,0.023722,0.228013,0.113799,0.010889,0.3429,1.4836
SG-Ter-Mer,instance091.txt,Matrix-only,20,20,0.275005,0.033002,0.242003,0.161799,0.010174,0.3064,1.1732
SG-Ter-Mer,instance092.txt,Augmented,20,20,0.182462,0.039794,0.142668,0.119107,0.011412,0.3840,0.9608
SG-Ter-Mer,instance092.txt,Matrix-only,20,20,0.250926,0.056766,0.194160,0.157784,0.010117,0.2849,0.7841
SG-Ter-Mer,instance093.txt,Augmented,20,20,0.224417,0.026722,0.197695,0.153194,0.010799,0.3529,1.2702
SG-Ter-Mer,instance093.txt,Matrix-only,20,20,0.206247,0.067943,0.138304,0.092016,0.010682,0.3065,0.6525
SG-Ter-Mer,instance094.txt,Augmented,20,20,0.219892,0.040853,0.179039,0.129832,0.011243,0.4011,0.9122
SG-Ter-Mer,instance094.txt,Matrix-only,20,20,0.237021,0.014712,0.222308,0.084745,0.009994,0.3320,2.9864
SG-Ter-Mer,instance095.txt,Augmented,20,20,0.204010,0.019039,0.184971,0.159558,0.010197,0.4182,2.2620
SG-Ter-Mer,instance095.txt,Matrix-only,20,20,0.209298,0.024778,0.184520,0.127134,0.010214,0.3392,1.7504
SG-Ter-Mer,instance096.txt,Augmented,20,20,0.223686,0.036935,0.186751,0.156319,0.010493,0.2810,1.1934
SG-Ter-Mer,instance096.txt,Matrix-only,20,20,0.290176,0.057045,0.233131,0.155235,0.010829,0.2720,0.6068
Full,instance001.txt,Augmented,20,20,0.544979,0.128637,0.416341,0.329998,0.026463,0.3298,0.4938
Full,instance001.txt,Matrix-only,20,20,0.510608,0.136451,0.374157,0.362394,0.025046,0.2568,0.4205
Full,instance002.txt,Augmented,20,20,0.539576,0.089284,0.450292,0.351539,0.027218,0.2516,0.5972
Full,instance002.txt,Matrix-only,20,20,0.565069,0.154249,0.410820,0.409938,0.029108,0.2577,0.3232
Full,instance003.txt,Augmented,20,20,0.571098,0.110172,0.460926,0.366810,0.043261,0.2219,0.4982
Full,instance003.txt,Matrix-only,20,20,0.568024,0.111704,0.456320,0.398530,0.041489,0.2309,0.4366
Full,instance004.txt,Augmented,20,20,0.566060,0.101623,0.464437,0.433034,0.026341,0.2387,0.5672
Full,instance004.txt,Matrix-only,20,20,0.618824,0.126167,0.492657,0.371994,0.028531,0.2616,0.5291
Full,instance005.txt,Augmented,20,20,0.677007,0.132356,0.544651,0.498190,0.025836,0.1700,0.4637
Full,instance005.txt,Matrix-only,20,20,0.571113,0.121569,0.449544,0.419713,0.025829,0.3479,0.3224
Full,instance009.txt,Augmented,20,20,0.597276,0.113275,0.484002,0.382015,0.025172,0.2778,0.5376
Full,instance009.txt,Matrix-only,20,20,0.540947,0.126681,0.414267,0.384437,0.032259,0.2460,0.4367
Full,instance010.txt,Augmented,20,20,0.630623,0.131895,0.498728,0.375491,0.025548,0.2317,0.3344
Full,instance010.txt,Matrix-only,20,20,0.740286,0.133639,0.606647,0.479988,0.029081,0.1969,0.3188
Full,instance011.txt,Augmented,20,20,0.638619,0.121935,0.516685,0.319226,0.035569,0.3102,0.3550
Full,instance011.txt,Matrix-only,20,20,0.536298,0.080817,0.455482,0.390710,0.025809,0.2434,0.6390
Full,instance012.txt,Augmented,20,20,0.560726,0.146088,0.414637,0.288555,0.032774,0.1992,0.4700
Full,instance012.txt,Matrix-only,20,20,0.560139,0.128809,0.431331,0.461750,0.050939,0.2113,0.3174
Full,instance014.txt,Augmented,20,20,0.550419,0.120756,0.429663,0.353388,0.036068,0.2338,0.4513
Full,instance014.txt,Matrix-only,20,20,0.621155,0.139119,0.482035,0.352608,0.026412,0.2382,0.5327
Full,instance019.txt,Augmented,20,20,0.573070,0.135809,0.437261,0.349818,0.032663,0.2538,0.3011
Full,instance019.txt,Matrix-only,20,20,0.612987,0.105566,0.507421,0.386473,0.032802,0.2223,0.4699
Full,instance020.txt,Augmented,20,20,0.616322,0.082134,0.534188,0.416546,0.025269,0.2191,0.7071
Full,instance020.txt,Matrix-only,20,20,0.561351,0.101562,0.459789,0.398531,0.025267,0.2198,0.4408
Full,instance021.txt,Augmented,20,20,0.525648,0.133793,0.391855,0.370861,0.025266,0.2749,0.4072
Full,instance021.txt,Matrix-only,20,20,0.624181,0.137487,0.486695,0.371635,0.025687,0.2896,0.4639
Full,instance022.txt,Augmented,20,20,0.634426,0.135124,0.499302,0.410441,0.038289,0.1958,0.4029
Full,instance022.txt,Matrix-only,20,20,0.561430,0.096347,0.465083,0.453858,0.026374,0.2520,0.5256
Full,instance023.txt,Augmented,20,20,0.530609,0.134413,0.396196,0.310114,0.035064,0.2646,0.3384
Full,instance023.txt,Matrix-only,20,20,0.524225,0.131342,0.392883,0.414414,0.026384,0.3325,0.4050
Full,instance024.txt,Augmented,20,20,0.530667,0.088977,0.441690,0.360431,0.026580,0.2266,0.5705
Full,instance024.txt,Matrix-only,20,20,0.498220,0.132072,0.366148,0.275549,0.024516,0.4393,0.2866
Full,instance025.txt,Augmented,20,20,0.606138,0.137854,0.468285,0.341842,0.038788,0.3102,0.3726
Full,instance025.txt,Matrix-only,20,20,0.441431,0.078431,0.363000,0.351913,0.025216,0.3072,0.6175
Full,instance026.txt,Augmented,20,20,0.590903,0.145821,0.445083,0.382079,0.027979,0.2394,0.3384
Full,instance026.txt,Matrix-only,20,20,0.483629,0.110285,0.373344,0.341236,0.018821,0.2355,0.4761
Full,instance027.txt,Augmented,20,20,0.513170,0.129827,0.383343,0.384462,0.028301,0.3175,0.4381
Full,instance027.txt,Matrix-only,20,20,0.469911,0.104161,0.365750,0.295081,0.027206,0.3379,0.3914
Full,instance028.txt,Augmented,20,20,0.549562,0.083671,0.465891,0.394495,0.027130,0.2990,0.7584
Full,instance028.txt,Matrix-only,20,20,0.484222,0.072575,0.411646,0.347010,0.017472,0.2380,0.4974
Full,instance029.txt,Augmented,20,20,0.630061,0.128496,0.501564,0.367930,0.026414,0.2874,0.4642
Full,instance029.txt,Matrix-only,20,20,0.485910,0.079437,0.406473,0.290995,0.015639,0.2834,0.4672
Full,instance030.txt,Augmented,20,20,0.511731,0.118354,0.393377,0.353023,0.020459,0.2464,0.4332
Full,instance030.txt,Matrix-only,20,20,0.447027,0.081958,0.365069,0.364279,0.029478,0.2479,0.5057
Full,instance031.txt,Augmented,20,20,0.535448,0.085020,0.450428,0.379850,0.025699,0.2561,0.7868
Full,instance031.txt,Matrix-only,20,20,0.441967,0.059046,0.382920,0.369709,0.026241,0.4197,0.7819
Full,instance032.txt,Augmented,20,20,0.515990,0.090813,0.425177,0.424160,0.026273,0.3513,0.5366
Full,instance032.txt,Matrix-only,20,20,0.441790,0.050319,0.391471,0.342296,0.019298,0.2029,1.0709
Full,instance033.txt,Augmented,20,20,0.432289,0.069076,0.363213,0.222861,0.015382,0.1762,0.7045
Full,instance033.txt,Matrix-only,20,20,0.287368,0.056325,0.231043,0.191140,0.013511,0.2245,0.7080
Full,instance034.txt,Augmented,20,20,0.399914,0.036866,0.363048,0.220684,0.013821,0.2448,1.3892
Full,instance034.txt,Matrix-only,20,20,0.293393,0.030618,0.262775,0.180310,0.013631,0.2744,1.3684
Full,instance035.txt,Augmented,20,20,0.410095,0.064060,0.346034,0.267983,0.015037,0.1923,0.7306
Full,instance035.txt,Matrix-only,20,20,0.273664,0.030715,0.242949,0.170479,0.013353,0.2949,1.5238
Full,instance042.txt,Augmented,20,20,0.358193,0.043661,0.314532,0.207276,0.013525,0.2424,1.1228
Full,instance042.txt,Matrix-only,20,20,0.266964,0.025941,0.241023,0.188622,0.013510,0.1878,1.5723
Full,instance043.txt,Augmented,20,20,0.288361,0.054747,0.233614,0.186966,0.013712,0.2191,0.7515
Full,instance043.txt,Matrix-only,20,20,0.181446,0.013849,0.167597,0.169392,0.013262,0.1946,1.5932
Full,instance044.txt,Augmented,20,20,0.312708,0.032487,0.280222,0.209815,0.013562,0.2112,1.2158
Full,instance044.txt,Matrix-only,20,20,0.177762,0.013909,0.163853,0.078327,0.013399,0.4856,2.3212
Full,instance045.txt,Augmented,20,20,0.285537,0.044223,0.241314,0.190530,0.013670,0.2456,0.8815
Full,instance045.txt,Matrix-only,20,20,0.178756,0.013994,0.164763,0.078637,0.013220,0.4098,1.9210
Full,instance046.txt,Augmented,20,20,0.319702,0.029080,0.290622,0.213846,0.013504,0.1837,1.4698
Full,instance046.txt,Matrix-only,20,20,0.178377,0.014105,0.164272,0.079010,0.013560,0.3931,2.0087
Full,instance047.txt,Augmented,20,20,0.300992,0.026691,0.274301,0.188251,0.013799,0.2233,0.8070
Full,instance047.txt,Matrix-only,20,20,0.178050,0.014197,0.163853,0.079281,0.013276,0.3350,1.5956
Full,instance048.txt,Augmented,20,20,0.276089,0.027196,0.248893,0.186758,0.013918,0.2655,0.9086
Full,instance048.txt,Matrix-only,20,20,0.179669,0.013853,0.165817,0.078300,0.013333,0.3372,2.0015
